1547899	1
2252	1
2198	1
2223	1
55802	2
1301915	1
588898	1
29292	1
39152	8
756883	1
2208	6
1911685	1
54252	1
882104	1
2188	1
84156	1
1550241	1
311400	1
413810	1
2322	1
172049	1
1434103	1
83986	2
83984	1
293091	2
200415	1
2303	1
2238	1
1603555	1
59277	2
44930	1
1183377	1
877455	1
170861	1
418008	1
1365176	1
94694	2
229731	1
1291540	2
97393	1
53952	1
2189	1
230361	1
160233	1
312539	1
1873524	2
294671	1
246969	1
53953	1
301375	1
163003	1
1505907	1
498846	1
420950	1
54254	1
79601	1
430914	1
13769	1
1609968	1
1679096	1
29291	1
866790	1
755307	1
2203	1
2086290	1
1175444	1
1316941	1
50339	1
51589	2
71997	1
1406512	1
1932360	1
2269	1
644281	1
118062	1
2265	1
113653	1
41673	1
187878	1
35746	1
29288	1
62320	1
2264	1
1200300	1
358766	1
1580092	1
69525	1
1034015	1
2180	1
1604004	2
54248	1
84599	1
82076	1
74969	1
1609559	1
2242	2
111955	1
1379702	1
1434100	1
101192	1
54259	1
2044521	1
42879	1
155863	1
1175445	1
1932004	1
72803	1
146826	1
195522	1
353800	1
751944	1
1712654	1
71998	1
122420	1
1592728	1
1229909	1
43687	6
1673428	1
379547	1
54262	2
1577685	1
54077	1
2271	1
58290	1
242703	1
1898749	1
342948	1
2280	1
184117	1
38027	2
971279	1
1048396	1
60847	1
2275	1
1410606	1
2285	8
1333523	1
1008460	1
985052	1
2257	1
83171	1
1073996	1
2277	1
49899	1
2008440	1
2261	2
73913	1
1054217	1
1483572	1
2246	1
1891280	1
416273	1
2055893	1
224719	1
406552	1
110164	1
1273541	1
2190	1
2187	1
1042877	1
342949	1
868131	1
2287	6
2173	2
164451	1
673860	1
1846278	1
1407499	1
187880	1
2177	1
145261	1
54261	1
563177	1
2226	1
2317	1
2210	1
582419	1
67760	1
1920749	1
2234	2
29284	1
2045011	1
1674923	1
277988	1
39669	1
1006005	1
1789762	1
2209	6
475088	1
54120	1
1434099	1
1547898	1
145263	1
2215	1
145262	1
83816	1
86622	1
565033	1
1495144	1
2247	1
2016361	1
2162	1
1577791	1
57705	1
387343	1
76887	1
1434102	1
2176	1
43080	7
2214	1
745377	1
